word,moe_level
likelihood,4
lining,4
mainstream,4
margin,4
marginal,4
mechanism,4
ministry,4
motto,4
mount,4
muse,4
nonprofit,4
obvious,4
occupy,4
organism,4
organizer,4
orthodox,4
outbreak,4
output,4
overall,4
parameter,4
parents,4
particle,4
pastime,4
pastry,4
pickle,4
pimple,4
portfolio,4
practitioner,4
predict,4
prior,4
promote,4
propaganda,4
quotation,4
reap,4
reassure,4
rebellion,4
reckless,4
regime,4
rejection,4
rejoice,4
relic,4
remainder,4
resolution,4
resolve,4
retain,4
revolve,4
series,4
shatter,4
sovereign,4
statistic,4
stepchild,4
stress,4
subsequent,4
sum,4
summary,4
superiority,4
supplement,4
teller,4
tilt,4
trillion,4
undertake,4
utensil,4
utility,4
vacancy,4
veteran,4
veterinarianvet,4
viewer,4
vine,4
weary,4
abbey,5
abbreviate,5
abbreviation,5
abdomen,5
abolish,5
aboriginal,5
aborigine,5
abortion,5
abound,5
abrupt,5
absent-minded,5
absurd,5
abundance,5
abundant,5
academy,5
accelerate,5
acceleration,5
accessible,5
accessory,5
accomplished,5
accordance,5
accordingly,5
accountable,5
accounting,5
accumulate,5
accumulation,5
accustomed,5
ace,5
acoustic,5
acting,5
activate,5
actoractress,5
acute,5
adaptation,5
addict,5
addicted,5
addiction,5
additive,5
adhere,5
adjoin,5
adjust,5
adjustment,5
administer,5
administrative,5
administrator,5
admiral,5
adolescence,5
adolescent,5
adore,5
adulthood,5
advancement,5
advent,5
adverb,5
adverse,5
advert,5
advertiser,5
advertising,5
advisable,5
advisory,5
advocate,5
aerial,5
aerospace,5
aesthetic,5
aesthetics,5
affirm,5
afflict,5
aftermath,5
ageing,5
aggravate,5
aggression,5
aging,5
agitate,5
agitation,5
ai,5
aide,5
airlift,5
alarming,5
algebra,5
alien,5
alienate,5
allegation,5
allege,5
alleged,5
allergic,5
allergy,5
alleviate,5
alliance,5
allied,5
alligator,5
alloy,5
ally,5
almond,5
alter,5
alternate,5
ambiguity,5
ambiguous,5
ambush,5
amend,5
amendment,5
amends,5
amiable,5
amicable,5
ammunition,5
amnesty,5
ample,5
amplify,5
analogy,5
analytic,5
analytical,5
anchor,5
anecdote,5
angler,5
animate,5
annoyance,5
anonymous,5
antarctic,5
antenna,5
anthem,5
antibiotic,5
antibody,5
anticipate,5
anticipation,5
antonym,5
apartheid,5
appall,5
appalling,5
apparatus,5
appendix,5
appraisal,5
appreciable,5
apprehension,5
apt,5
aptitude,5
arbitrary,5
arc,5
archaeology,5
archeology,5
architectural,5
archive,5
arctic,5
arena,5
armor,5
arms,5
array,5
arrogant,5
artefact,5
artery,5
articulate,5
artifact,5
artillery,5
ascertain,5
ascribe,5
aspiration,5
ass,5
assault,5
assert,5
assessment,5
assignment,5
assimilate,5
assumption,5
assured,5
asthma,5
astray,5
astronomer,5
astronomy,5
asylum,5
athletics,5
atm,5
atrocity,5
attain,5
attempted,5
attendance,5
attendant,5
attic,5
automation,5
autonomous,5
avail,5
aviary,5
aviation,5
axis,5
bachelor,5
backbone,5
backing,5
backpack,5
badge,5
baffle,5
bail,5
ballot,5
bandit,5
bankruptcy,5
banner,5
banquet,5
barbarian,5
barefoot,5
barge,5
barometer,5
barrack,5
barracks,5
barren,5
barricade,5
bash,5
basically,5
basics,5
bass,5
bastard,5
batch,5
battalion,5
batter,5
battlefield,5
bazaar,5
bearing,5
beckon,5
beforehand,5
bent,5
besiege,5
betray,5
beverage,5
beware,5
bewilder,5
bias,5
bibliography,5
bilateral,5
binding,5
binoculars,5
biochemistry,5
biological,5
birdie,5
bitch,5
bizarre,5
blacksmith,5
blade,5
bland,5
blare,5
blast,5
blaze,5
bleach,5
bleak,5
blizzard,5
bloc,5
blockade,5
blot,5
blues,5
blunder,5
blunt,5
blur,5
bob,5
bodily,5
bodyguard,5
bog,5
boiling,5
bolster,5
bolt,5
bombard,5
bomber,5
bondage,5
bonus,5
boom,5
boost,5
booth,5
boredom,5
borough,5
borrowing,5
bosom,5
botanic,5
botanical,5
botany,5
bout,5
bowel,5
bowler,5
boxer,5
boyhood,5
bracket,5
braid,5
breach,5
break-in,5
breakdown,5
breeder,5
brew,5
briefing,5
brigade,5
brink,5
brisk,5
brittle,5
broach,5
broadcaster,5
broaden,5
brochure,5
broil,5
broker,5
bronze,5
brooch,5
brood,5
broth,5
brotherhood,5
brow,5
bruise,5
brute,5
buck,5
buckle,5
buffer,5
build-up,5
bulge,5
bulk,5
bulky,5
bully,5
bunker,5
bureaucracy,5
bureaucrat,5
bureaucratic,5
burial,5
bust,5
bypass,5
byte,5
cactus,5
calculated,5
calculating,5
calf,5
calligraphy,5
campaigner,5
cannon,5
capability,5
captive,5
captivity,5
carbohydrate,5
cardboard,5
cardinal,5
carefree,5
carer,5
caress,5
caretaker,5
carnation,5
carnival,5
carol,5
carp,5
carrier,5
cartel,5
carton,5
casino,5
caste,5
catastrophe,5
cater,5
catering,5
cathedral,5
caution,5
cautious,5
cavalry,5
cavity,5
ceasefire,5
celebrated,5
celebrity,5
celery,5
cellar,5
cello,5
celsius,5
cemetery,5
census,5
ceramic,5
certainty,5
certify,5
challenged,5
challenger,5
challenging,5
champagne,5
chaos,5
chapped,5
characterize,5
charcoal,5
chariot,5
charter,5
chatter,5
checkbook,5
checked,5
chestnut,5
chili,5
chilli,5
chimpanzee,5
chirp,5
chisel,5
choir,5
cholesterol,5
chord,5
chronic,5
chuck,5
chuckle,5
chunk,5
circuit,5
circumference,5
civic,5
clam,5
clamp,5
clan,5
clarity,5
clasp,5
clause,5
clean-up,5
cleanse,5
cleanup,5
clearance,5
clearing,5
clench,5
clinch,5
cling,5
clinical,5
clockwise,5
clone,5
closed,5
closure,5
clover,5
clutch,5
coalition,5
coastal,5
coastline,5
cocaine,5
cockpit,5
cockroachroach,5
cocoon,5
coherent,5
coil,5
coincide,5
collaboration,5
collected,5
collective,5
collector,5
collide,5
collision,5
colloquial,5
colonel,5
colonial,5
columnist,5
combat,5
comeback,5
comedown,5
comet,5
comma,5
commemorate,5
commence,5
commend,5
commentary,5
commentator,5
commissioner,5
commodity,5
commonplace,5
commonwealth,5
communal,5
communicative,5
communism,5
commute,5
commuter,5
compact,5
companionship,5
comparable,5
compartment,5
compass,5
compassion,5
compassionate,5
compatible,5
compel,5
compelling,5
compensation,5
competence,5
competent,5
competing,5
complement,5
complexion,5
complexity,5
complication,5
comply,5
composite,5
compound,5
comprehend,5
compress,5
computing,5
comrade,5
con,5
concede,5
conceit,5
concise,5
condemnation,5
condense,5
condom,5
confession,5
confidential,5
configuration,5
conflict,5
conform,5
congressional,5
congressman,5
congresswoman,5
conquest,5
conscientious,5
consciousness,5
consecutive,5
conservation,5
conserve,5
considering,5
consolation,5
console,5
consolidate,5
consortium,5
conspicuous,5
conspiracy,5
constable,5
constituency,5
constituent,5
constitutional,5
constraint,5
consult,5
consultation,5
consuming,5
consumption,5
contagious,5
contaminant,5
contaminate,5
contemplate,5
contemplation,5
contempt,5
contend,5
contender,5
contention,5
contentment,5
contestant,5
contingent,5
continuity,5
contractor,5
contradict,5
contradiction,5
contradictory,5
contributor,5
contrive,5
controversy,5
converge,5
conversely,5
conversion,5
convertible,5
convoy,5
cop,5
cordial,5
cork,5
corps,5
corpse,5
correction,5
correlate,5
correlation,5
correspondence,5
corrode,5
corrupt,5
corruption,5
cosmetic,5
cosmetics,5
cosmic,5
cosmopolitan,5
costing,5
councilor,5
counsel,5
counselor,5
countable,5
counterclockwise,5
counterpart,5
countless,5
coup,5
coupon,5
courier,5
courtyard,5
coverage,5
covering,5
covet,5
cowardly,5
cozy,5
crackdown,5
cracker,5
cramp,5
crap,5
crater,5
creak,5
creativity,5
credibility,5
credible,5
creditor,5
creek,5
crib,5
crook,5
crooked,5
cross-country,5
crossing,5
crosswalk,5
crouch,5
crucial,5
crude,5
cruiser,5
crumb,5
crumble,5
crunch,5
crunchy,5
crust,5
cubic,5
cuisine,5
culminate,5
cult,5
curriculum,5
curry,5
custody,5
customary,5
cutting,5
cylinder,5
cynical,5
daffodil,5
dame,5
dandruff,5
daring,5
dart,5
day-to-day,5
daybreak,5
dazzle,5
deadly,5
deafen,5
dealer,5
dealing,5
debris,5
debut,5
decent,5
decimal,5
decisive,5
decline,5
decorative,5
decree,5
dedicate,5
dedicated,5
dedication,5
deduct,5
deduction,5
deem,5
deepen,5
default,5
defect,5
defendant,5
defender,5
defensible,5
defiant,5
deficiency,5
deficient,5
defy,5
degenerate,5
degrade,5
deliberate,5
delinquent,5
demise,5
demonstrator,5
denote,5
denounce,5
deplete,5
deployment,5
deport,5
deprive,5
descend,5
descendant,5
descent,5
descriptive,5
designate,5
despise,5
destined,5
destiny,5
detach,5
detached,5
detain,5
detection,5
detention,5
deter,5
deteriorate,5
deterioration,5
devalue,5
devastate,5
devastating,5
developed,5
developer,5
developing,5
deviate,5
devour,5
dew,5
diabetes,5
diagnose,5
diagnosis,5
diagram,5
diameter,5
diaper,5
dictator,5
dictatorship,5
diesel,5
differentiate,5
diffuse,5
dilemma,5
dilute,5
diplomacy,5
diplomatic,5
disagreement,5
discern,5
discharge,5
disclose,5
disclosure,5
discredit,5
discreet,5
discrepancy,5
discrete,5
discretion,5
discrimination,5
disgrace,5
disgraceful,5
disintegrate,5
dismantle,5
dismay,5
dismissal,5
dispatch,5
dispensable,5
dispense,5
disperse,5
displace,5
display,5
displease,5
disposable,5
disposal,5
dispose,5
disposition,5
disregard,5
disrupt,5
dissent,5
dissident,5
dissipate,5
dissuade,5
distill,5
distinctive,5
distort,5
distract,5
distraction,5
distress,5
distributor,5
disturbed,5
disturbing,5
diversify,5
diversion,5
diversity,5
divert,5
dividend,5
doctrine,5
documentary,5
dome,5
donation,5
donor,5
doom,5
doomed,5
doorstep,5
doorway,5
dosage,5
doubtless,5
downwarddownwards,5
drainage,5
drape,5
drawback,5
dreary,5
driveway,5
drizzle,5
dual,5
dub,5
dubious,5
duplicate,5
dwarf,5
dwell,5
dwelling,5
dying,5
dynamite,5
earphones,5
ebb,5
eccentric,5
eclipse,5
ecological,5
ecology,5
ecosystem,5
ecstasy,5
ecstatic,5
edged,5
educated,5
eel,5
ego,5
eject,5
elapse,5
electoral,5
electorate,5
electron,5
elevate,5
elevated,5
elevation,5
elicit,5
eligibility,5
elite,5
eloquence,5
eloquent,5
embargo,5
embark,5
embarrassment,5
embed,5
embody,5
embryo,5
emergence,5
emigrate,5
emit,5
emphatic,5
empirical,5
enable,5
enact,5
enclosure,5
encyclopedia,5
endeavor,5
endless,5
endorse,5
endow,5
endowment,5
energetic,5
energize,5
energy,5
enforce,5
enforcement,5
engaged,5
engagement,5
enlighten,5
enrich,5
ensue,5
entail,5
enthusiast,5
entity,5
entrepreneur,5
environmentalist,5
envisage,5
envoy,5
enzyme,5
epic,5
epidemic,5
episode,5
epoch,5
eq,5
equation,5
equator,5
equilibrium,5
equity,5
equivalent,5
erode,5
erosion,5
erotic,5
erupt,5
eruption,5
escalate,5
escort,5
essence,5
established,5
establishment,5
esteem,5
esthetical,5
esthetics,5
eternal,5
ethic,5
ethical,5
evacuate,5
evacuation,5
evaporate,5
evaporation,5
evoke,5
evolve,5
examinee,5
exceedingly,5
excerpt,5
excess,5
excessive,5
exclusion,5
exclusive,5
execute,5
execution,5
exemplify,5
exempt,5
exert,5
exile,5
existing,5
exotic,5
expand,5
expedition,5
expel,5
expend,5
expenditure,5
experienced,5
expiration,5
expire,5
exploration,5
expose,5
exposition,5
expressive,5
expulsion,5
exquisite,5
exterior,5
external,5
externals,5
extinguish,5
extract,5
extracurricular,5
extradite,5
extravagant,5
extremist,5
eyelash,5
eyelid,5
fabric,5
fabricate,5
fabulous,5
facet,5
facilitate,5
fad,5
fahrenheit,5
falter,5
familiarity,5
famine,5
fatigue,5
fatty,5
fearful,5
feasible,5
feat,5
feeble,5
feeder,5
fellowship,5
feminine,5
feminism,5
feminist,5
fertility,5
fianc,5
fiber,5
fiddle,5
fidelity,5
filter,5
fin,5
finding,5
finite,5
firecracker,5
firefighter,5
fireman,5
fireproof,5
first-class,5
fiscal,5
fishery,5
fitting,5
fixed,5
fixture,5
flake,5
flank,5
flap,5
flare,5
flick,5
flicker,5
fling,5
flip,5
flop,5
flounder,5
fluctuate,5
flutter,5
foil,5
follow-up,5
footage,5
footstep,5
forbidden,5
foremost,5
forge,5
format,5
formidable,5
formulate,5
forsake,5
fortify,5
fortnight,5
forum,5
fossil,5
foster,5
foul,5
fowl,5
fraction,5
fracture,5
fragile,5
fragment,5
fragrant,5
frail,5
franc,5
franchise,5
frantic,5
fraud,5
freak,5
fret,5
friction,5
fringe,5
front-page,5
frontier,5
fruitful,5
frustration,5
fume,5
fumes,5
fundamentalism,5
fundamentalist,5
funding,5
furnace,5
fusion,5
galaxy,5
gallop,5
garment,5
gaseous,5
gasp,5
gathering,5
gauge,5
gel,5
generalize,5
generate,5
generation,5
generator,5
genetic,5
genetics,5
genre,5
geographic,5
geology,5
ghetto,5
gilt,5
given,5
glamor,5
glamorous,5
gland,5
glare,5
glassware,5
gleam,5
glee,5
glisten,5
glitter,5
gloom,5
gloomy,5
gnaw,5
go-ahead,5
goalkeeper,5
gobble,5
going,5
goodwill,5
gore,5
gorge,5
gorgeous,5
gorilla,5
gospel,5
governmental,5
grassy,5
grate,5
grill,5
grim,5
grip,5
groan,5
grocer,5
groove,5
grope,5
gross,5
grove,5
growl,5
grumble,5
guaranteed,5
guerilla,5
guerrilla,5
guideline,5
guild,5
guitarist,5
gulp,5
gunman,5
gust,5
gut,5
gymnasium,5
gypsy,5
habitat,5
hack,5
hacker,5
hail,5
hairstyle,5
half-time,5
halve,5
hamper,5
handbook,5
handicraft,5
handout,5
harass,5
harassment,5
hard-line,5
hardline,5
hardliner,5
hardwood,5
hardy,5
harmless,5
harmonica,5
harness,5
haste,5
hasten,5
haven,5
hazardous,5
head-on,5
heading,5
hearing,5
heated,5
heating,5
heave,5
heavyweight,5
heed,5
heir,5
helpless,5
hemisphere,5
henceforth,5
herald,5
herb,5
hereafter,5
heritage,5
hermit,5
heroic,5
heroin,5
heterosexual,5
hierarchy,5
highlight,5
hillside,5
hinder,5
hinge,5
hiss,5
hoarse,5
hockey,5
holder,5
holding,5
homeless,5
homogeneous,5
homogenous,5
homosexual,5
honk,5
honorary,5
hood,5
hoof,5
hopeless,5
horizontal,5
hormone,5
horsepower,5
hospitable,5
hospitality,5
hospitalize,5
hostile,5
hostility,5
hound,5
hull,5
humanitarian,5
humiliation,5
hurdle,5
hurl,5
hybrid,5
hymn,5
hypocrisy,5
hypocrite,5
hysterical,5
ideological,5
ideology,5
idiot,5
ignite,5
illuminate,5
illusion,5
image,5
immense,5
immerse,5
imminent,5
immune,5
impair,5
impart,5
imperative,5
impetus,5
implicit,5
imposing,5
imprison,5
imprisonment,5
impulse,5
impulsive,5
inability,5
inaugurate,5
incense,5
incidental,5
incidentally,5
inclusive,5
incumbent,5
incur,5
indefinite,5
indicative,5
indicator,5
indictment,5
indigenous,5
indignant,5
indignation,5
indispensable,5
inertia,5
infantry,5
ingenious,5
ingenuity,5
inherent,5
inhibition,5
initiative,5
injustice,5
inland,5
inlet,5
inmate,5
inning,5
innovation,5
innovative,5
innumerable,5
insane,5
insecticide,5
insider,5
insight,5
insistence,5
insistent,5
inspection,5
instability,5
installation,5
installment,5
instantaneous,5
instinctive,5
institutional,5
instrumental,5
insulate,5
insure,5
insurer,5
intact,5
intake,5
integral,5
integration,5
intellect,5
intelligence,5
intelligible,5
intensity,5
intent,5
inter,5
interaction,5
intercourse,5
interim,5
interior,5
intermittent,5
interruption,5
intersection,5
intervene,5
intervention,5
intimidate,5
intricate,5
intrusion,5
intuition,5
invalid,5
invaluable,5
inventory,5
invert,5
investigator,5
inviting,5
inward,5
iq,5
ironic,5
irony,5
irresistible,5
irrespective,5
irrigation,5
irritable,5
irritate,5
irritation,5
isle,5
ivy,5
jack,5
jade,5
janitor,5
jasmine,5
jaywalk,5
jeer,5
jeopardize,5
jerk,5
jersey,5
jobless,5
judicial,5
judiciary,5
jug,5
jumper,5
junction,5
justification,5
justified,5
juvenile,5
kernel,5
killer,5
killing,5
kin,5
kindle,5
know-how,5
knuckle,5
lad,5
lame,5
lament,5
landing,5
large-scale,5
lash,5
lasting,5
latent,5
lava,5
lavish,5
layman,5
lcd,5
lead-in,5
lease,5
lee,5
left-wing,5
legislation,5
legislative,5
legislator,5
legislature,5
legitimate,5
lengthy,5
lesbian,5
lessen,5
lesser,5
lest,5
lethal,5
lever,5
liability,5
liable,5
libel,5
liberal,5
liberalize,5
liberation,5
lieutenant,5
lifeboat,5
lifeguard,5
lifelong,5
lighting,5
lightweight,5
lime,5
limo,5
limousine,5
limp,5
linear,5
liner,5
lineup,5
linger,5
linguist,5
literally,5
live-in,5
livestock,5
lizard,5
llama,5
loaded,5
locality,5
locked,5
locomotive,5
locust,5
lodge,5
lofty,5
logic,5
logo,5
lollipop,5
lone,5
lonesome,5
longevity,5
longitude,5
longtime,5
loom,5
loot,5
lost,5
lottery,5
lotus,5
lounge,5
lubricate,5
lucrative,5
lumber,5
luminous,5
lump,5
lunatic,5
lunchtime,5
lure,5
lush,5
lynch,5
lyric,5
made-up,5
mafia,5
magistrate,5
magnify,5
magnitude,5
maiden,5
maintenance,5
making,5
malaria,5
mammal,5
maneuver,5
manifesto,5
mar,5
mare,5
marine,5
marked,5
marketing,5
marsh,5
marshal,5
martial,5
marvel,5
masculine,5
mash,5
massacre,5
massage,5
massive,5
mastery,5
materialism,5
mattress,5
mayonnaise,5
measurement,5
mechanics,5
mediate,5
medical,5
medication,5
medieval,5
meditate,5
meditation,5
melancholy,5
mellow,5
menace,5
mental,5
mentality,5
merchandise,5
mercury,5
merge,5
merger,5
metallic,5
metric,5
microphonemike,5
migration,5
mileage,5
militant,5
militia,5
miller,5
millimeter,5
mimic,5
mining,5
ministerial,5
mint,5
miraculous,5
miscarriage,5
mischievous,5
miser,5
missionary,5
mistaken,5
mm,5
moan,5
mobilize,5
mock,5
mode,5
modernization,5
modernize,5
modify,5
mold,5
molecule,5
momentum,5
monarch,5
monarchy,5
monetary,5
monitor,5
monopoly,5
monotonous,5
monotony,5
monstrous,5
moody,5
moor,5
morale,5
morality,5
mortal,5
mortar,5
mosque,5
moss,5
motherhood,5
motorist,5
motorway,5
mounted,5
mouthpiece,5
moving,5
mower,5
multinational,5
multitude,5
municipal,5
mustard,5
mute,5
mutter,5
mutton,5
myth,5
mythology,5
nadir,5
nag,5
naive,5
nanny,5
narrate,5
narrative,5
narrator,5
nationalism,5
nationalist,5
nationwide,5
navel,5
navigate,5
navigation,5
nearsighted,5
necessitate,5
necktie,5
negligible,5
negotiator,5
neighboring,5
neon,5
network,5
newly,5
newlywed,5
newscast,5
newsreel,5
nibble,5
nick,5
nickel,5
nightclub,5
nightingale,5
nil,5
nitrogen,5
nominal,5
nominate,5
nomination,5
nonviolent,5
notable,5
notably,5
notation,5
noted,5
novelty,5
nucleus,5
nuisance,5
numerical,5
nurture,5
nutritious,5
oar,5
oasis,5
oath,5
oatmeal,5
obedience,5
obituary,5
objective,5
obligate,5
obligation,5
obligatory,5
oblige,5
oblong,5
obscene,5
obscure,5
observer,5
obsess,5
obsession,5
obstinate,5
occurrence,5
octopus,5
odor,5
offering,5
offset,5
offshore,5
offspring,5
old-fashioned,5
olive,5
one-time,5
onetime,5
opaque,5
openly,5
operational,5
operative,5
opposed,5
oppress,5
oppression,5
opt,5
optical,5
optimal,5
optimum,5
orchard,5
ordeal,5
ore,5
orientate,5
orientation,5
oriented,5
originality,5
originate,5
ornament,5
ostrich,5
oust,5
outdo,5
outfit,5
outgoing,5
outing,5
outlaw,5
outlet,5
outlook,5
outnumber,5
outrage,5
outrageous,5
outright,5
outset,5
outsider,5
outskirts,5
overdo,5
overeat,5
overhear,5
overlap,5
oversee,5
oversleep,5
overt,5
overturn,5
overwhelm,5
overwhelming,5
overwork,5
oxide,5
oyster,5
ozone,5
packaging,5
packed,5
packing,5
pact,5
paddle,5
pagan,5
paid,5
pail,5
pamphlet,5
pane,5
paperback,5
par,5
paradox,5
paralysis,5
paralyze,5
parish,5
parliamentary,5
parlor,5
parlour,5
parsley,5
participation,5
partition,5
passing,5
pasture,5
patch,5
patent,5
pathetic,5
patriot,5
patrol,5
patron,5
patronage,5
pavement,5
peacekeeping,5
peacock,5
peck,5
peddle,5
peddler,5
pedestrian,5
peek,5
peg,5
pending,5
pendulum,5
penetrate,5
peninsula,5
penis,5
pension,5
pensioner,5
perception,5
perch,5
perennial,5
peril,5
periodical,5
perish,5
permeate,5
permissible,5
perpetual,5
perplex,5
perseverance,5
persevere,5
persistence,5
persistent,5
personnel,5
perspective,5
pertain,5
pertinent,5
pessimism,5
pesticide,5
petition,5
petroleum,5
petty,5
pharmaceutical,5
pharmacist,5
pharmacology,5
pharmacy,5
physiological,5
physiology,5
picturesque,5
pierce,5
piercing,5
piety,5
pious,5
pipeline,5
piss,5
pistol,5
pitcher,5
plague,5
plantation,5
plaster,5
plateau,5
plausible,5
playful,5
playwright,5
plea,5
plead,5
pledge,5
plight,5
plow,5
pluck,5
plunge,5
pneumonia,5
poach,5
pocketbook,5
poetic,5
pointed,5
poised,5
poke,5
polar,5
pollutant,5
ponder,5
pope,5
popularity,5
populate,5
porcelain,5
porch,5
pore,5
postulate,5
postwar,5
potter,5
practicable,5
prairie,5
precedent,5
precipitate,5
precise,5
precisely,5
precision,5
preclude,5
predator,5
predecessor,5
predictable,5
predominant,5
predominantly,5
preface,5
preference,5
prehistoric,5
prejudice,5
preliminary,5
premature,5
premier,5
premiere,5
premise,5
premium,5
preposition,5
prescribe,5
prescription,5
preservation,5
preside,5
presidency,5
president-elect,5
prestige,5
prestigious,5
pretext,5
prevail,5
prevailing,5
prevalent,5
preventive,5
prey,5
priceless,5
prick,5
prime,5
priority,5
privatize,5
pro,5
probability,5
probe,5
proceeding,5
proceeds,5
procession,5
processor,5
proclaim,5
proficient,5
profile,5
projection,5
proliferate,5
prolong,5
prone,5
pronoun,5
prop,5
propagate,5
propel,5
propeller,5
proportional,5
proposition,5
prosecutor,5
prospective,5
prostitute,5
prostitution,5
prototype,5
provided,5
provincial,5
provision,5
provisional,5
provocative,5
provoke,5
prowl,5
proximity,5
prune,5
psychiatric,5
psychiatrist,5
psychiatry,5
psychic,5
psychical,5
psychological,5
psychology,5
publicize,5
puff,5
pulse,5
punk,5
purely,5
purify,5
purity,5
pursue,5
put-down,5
putt,5
pyramid,5
quack,5
quake,5
qualifier,5
qualitative,5
quantify,5
quantitative,5
quantum,5
quarrelsome,5
quart,5
quarter-final,5
quarterly,5
quartet,5
quartette,5
quartz,5
quench,5
query,5
quest,5
questionnaire,5
quiver,5
quota,5
quotient,5
racing,5
racism,5
racist,5
rack,5
radiant,5
radiate,5
radiator,5
radioactive,5
radish,5
radius,5
raft,5
ragged,5
raid,5
rail,5
rally,5
ranch,5
random,5
ranking,5
ransom,5
rap,5
rape,5
rascal,5
rash,5
rating,5
ratio,5
rational,5
rattle,5
ravage,5
rave,5
reactor,5
realization,5
realm,5
rebellious,5
recipient,5
reciprocal,5
reckon,5
reclaim,5
recommendation,5
reconcile,5
reconciliation,5
reconstruction,5
recording,5
recreational,5
recruit,5
rectangular,5
rectify,5
recur,5
redundancy,5
redundant,5
reef,5
reel,5
referee,5
referendum,5
refine,5
reflective,5
reformer,5
refrain,5
refreshment,5
refuge,5
refund,5
refute,5
regain,5
reggae,5
regiment,5
regulator,5
rehabilitate,5
reign,5
rein,5
relativity,5
relegate,5
relentless,5
reliance,5
relieved,5
relish,5
remaining,5
remains,5
reminiscent,5
remnant,5
removal,5
renaissance,5
render,5
renewable,5
renewal,5
renowned,5
rental,5
reopen,5
reorganize,5
repatriate,5
repay,5
repayment,5
repel,5
repertoire,5
replacement,5
replay,5
reportedly,5
repress,5
repression,5
reproach,5
reproduce,5
reproduction,5
reptile,5
resemblance,5
resent,5
resentment,5
reserved,5
reservoir,5
residential,5
resigned,5
resolute,5
resonance,5
resonant,5
resort,5
respectable,5
respected,5
respectful,5
respective,5
respectively,5
restrain,5
restrained,5
restraint,5
resultant,5
resume,5
retail,5
retailer,5
retaliate,5
retention,5
retirement,5
retort,5
retrieval,5
retrieve,5
retrospect,5
retrospection,5
retrospective,5
revealing,5
revenue,5
rhetorical,5
rhino,5
rhinoceros,5
rhythmic,5
rib,5
ridicule,5
rig,5
right-wing,5
rigid,5
rigor,5
rigorous,5
rigour,5
riotous,5
rip,5
risky,5
rite,5
ritual,5
rivalry,5
roach,5
roam,5
robin,5
robust,5
rocky,5
room-mate,5
roommate,5
rotary,5
rotate,5
rotation,5
rotatory,5
rouge,5
rouse,5
royalty,5
rsum,5
ruby,5
rugby,5
rugged,5
ruling,5
rumble,5
run-up,5
runner-up,5
rupture,5
rustle,5
ruthless,5
sacred,5
saddle,5
safari,5
safeguard,5
saint,5
salmon,5
salon,5
saloon,5
salutation,5
salvage,5
salvation,5
sanctuary,5
sandy,5
sane,5
sanitation,5
satisfied,5
saturate,5
saudi,5
savings,5
scarecrow,5
scattered,5
scenic,5
scent,5
sceptic,5
scorn,5
scramble,5
scrap,5
scrape,5
screwdriver,5
script,5
scroll,5
scrutiny,5
sculpt,5
sculptor,5
seam,5
seasonable,5
seasonal,5
seasoned,5
seasoning,5
secrecy,5
seduce,5
seduction,5
seductive,5
seeming,5
segment,5
segregate,5
segregation,5
selective,5
self-esteem,5
semi-final,5
semiconductor,5
seminar,5
senate,5
senator,5
sensation,5
sensational,5
sensitivity,5
sentiment,5
sentimental,5
separatism,5
separatist,5
serene,5
serenity,5
sergeant,5
serial,5
seriously,5
sermon,5
server,5
serviceman,5
servicewoman,5
settled,5
sewer,5
sexuality,5
shaft,5
shareholder,5
shear,5
sheer,5
sheriff,5
sherry,5
shield,5
shilling,5
shipment,5
shipping,5
shiver,5
shooting,5
shoplift,5
shove,5
shred,5
shrewd,5
shriek,5
shrine,5
shrub,5
shudder,5
shuffle,5
shun,5
shutter,5
sibling,5
sideways,5
siege,5
signify,5
silicon,5
silkworm,5
simmer,5
simplicity,5
simulate,5
simulation,5
simultaneous,5
sincerity,5
sinister,5
sit-down,5
sit-in,5
situated,5
skipper,5
skull,5
slack,5
slate,5
sled,5
sleigh,5
slick,5
slippers,5
slit,5
sloppy,5
slot,5
slum,5
slump,5
sly,5
smack,5
smallpox,5
smash,5
smother,5
smuggle,5
snare,5
snarl,5
snatch,5
sneer,5
sniff,5
snore,5
snorkel,5
snort,5
soak,5
soar,5
sober,5
socialise,5
socialism,5
socialist,5
socialize,5
sociology,5
sodium,5
soften,5
sole,5
solemn,5
solicitor,5
solidarity,5
solitary,5
solitude,5
solo,5
soluble,5
someday,5
soothe,5
sophisticated,5
sophomore,5
soundtrack,5
sovereignty,5
spatial,5
specially,5
specification,5
spectacle,5
spectacular,5
spectrum,5
speculate,5
speculation,5
sperm,5
sphere,5
spike,5
spine,5
spiral,5
spire,5
splendor,5
spokesperson,5
spokeswoman,5
sponge,5
sponsorship,5
spontaneous,5
sporting,5
spotlight,5
spouse,5
sprain,5
sprawl,5
sprint,5
spur,5
squad,5
squash,5
squat,5
stability,5
stabilize,5
stable,5
stack,5
stagger,5
stain,5
stainless,5
stale,5
stalk,5
stall,5
stammer,5
stance,5
stand-up,5
standpoint,5
stanza,5
staple,5
stapler,5
starch,5
stark,5
starter,5
startle,5
statesman,5
stateswoman,5
static,5
statistician,5
statutory,5
steamer,5
stereotype,5
sterling,5
stern,5
stew,5
steward,5
stimulating,5
stimulation,5
stink,5
stoop,5
storage,5
stout,5
straighten,5
strain,5
strained,5
strait,5
strangle,5
strap,5
stray,5
streak,5
streetcar,5
stride,5
striker,5
striking,5
stripe,5
stroll,5
structural,5
stuck,5
