word,score,sources,cefr_rank,taiwan_rank,corpus_rank
most,0.8237,"CEFR,Corpus,Taiwan",4.0,2328,127
industrial,0.8237,"CEFR,Corpus,Taiwan",4.0,1885,1222
deliver,0.8237,"CEFR,Corpus,Taiwan",4.0,1029,3338
housing,0.8234,"CEFR,Corpus,Taiwan",4.0,1809,1421
impact,0.8233,"CEFR,Corpus,Taiwan",4.0,1844,1336
independent,0.8233,"CEFR,Corpus,Taiwan",4.0,1874,1264
improve,0.8227,"CEFR,Corpus,Taiwan",4.0,1856,1326
false,0.8226,"CEFR,Corpus,Taiwan",4.0,1426,2392
market,0.8224,"CEFR,Corpus,Taiwan",4.0,2207,470
knowledge,0.8221,"CEFR,Corpus,Taiwan",4.0,2038,897
march,0.8219,"CEFR,Corpus,Taiwan",4.0,2205,492
explore,0.8218,"CEFR,Corpus,Taiwan",4.0,1390,2508
freedom,0.8218,"CEFR,Corpus,Taiwan",4.0,1565,2076
music,0.8217,"CEFR,Corpus,Taiwan",4.0,2354,129
hit,0.8217,"CEFR,Corpus,Taiwan",4.0,1779,1551
name,0.8216,"CEFR,Corpus,Taiwan",4.0,2364,108
new,0.8215,"CEFR,Corpus,Taiwan",4.0,2398,27
limited,0.8215,"CEFR,Corpus,Taiwan",4.0,2105,751
announce,0.8212,"CEFR,Corpus,Taiwan",4.0,172,5539
fresh,0.8212,"CEFR,Corpus,Taiwan",4.0,1570,2085
fill,0.8211,"CEFR,Corpus,Taiwan",4.0,1487,2291
goal,0.8211,"CEFR,Corpus,Taiwan",4.0,1648,1896
delay,0.8209,"CEFR,Corpus,Taiwan",4.0,1023,3446
fuel,0.8207,"CEFR,Corpus,Taiwan",4.0,1585,2063
log,0.8204,"CEFR,Corpus,Taiwan",4.0,2135,713
news,0.8204,"CEFR,Corpus,Taiwan",4.0,2400,59
living,0.8204,"CEFR,Corpus,Taiwan",4.0,2124,742
lake,0.8204,"CEFR,Corpus,Taiwan",4.0,2044,940
citizen,0.8202,"CEFR,Corpus,Taiwan",4.0,689,4294
investment,0.8202,"CEFR,Corpus,Taiwan",4.0,1955,1166
generally,0.8201,"CEFR,Corpus,Taiwan",4.0,1616,2006
attitude,0.8201,"CEFR,Corpus,Taiwan",4.0,284,5298
commit,0.8201,"CEFR,Corpus,Taiwan",4.0,767,4105
expression,0.82,"CEFR,Corpus,Taiwan",4.0,1396,2553
no,0.8199,"CEFR,Corpus,Taiwan",4.0,2411,48
not,0.8198,"CEFR,Corpus,Taiwan",4.0,2425,17
afraid,0.8198,"CEFR,Corpus,Taiwan",4.0,87,5795
king,0.8194,"CEFR,Corpus,Taiwan",4.0,2028,1012
conclusion,0.8194,"CEFR,Corpus,Taiwan",4.0,804,4037
jewelry,0.8194,"CEFR,Corpus,Taiwan",4.0,1990,1107
later,0.8194,"CEFR,Corpus,Taiwan",4.0,2056,944
disabled,0.8193,"CEFR,Corpus,Taiwan",4.0,1103,3302
generation,0.8193,"CEFR,Corpus,Taiwan",4.0,1618,2030
hear,0.8191,"CEFR,Corpus,Taiwan",4.0,1739,1736
crisis,0.819,"CEFR,Corpus,Taiwan",4.0,924,3752
major,0.819,"CEFR,Corpus,Taiwan",4.0,2185,638
must,0.8188,"CEFR,Corpus,Taiwan",4.0,2357,218
medical,0.8188,"CEFR,Corpus,Taiwan",4.0,2243,501
decide,0.8188,"CEFR,Corpus,Taiwan",4.0,1002,3568
next,0.8183,"CEFR,Corpus,Taiwan",4.0,2403,121
arrive,0.8182,"CEFR,Corpus,Taiwan",4.0,239,5474
need,0.8181,"CEFR,Corpus,Taiwan",4.0,2381,183
bread,0.8181,"CEFR,Corpus,Taiwan",4.0,464,4920
lot,0.8181,"CEFR,Corpus,Taiwan",4.0,2153,748
dear,0.818,"CEFR,Corpus,Taiwan",4.0,994,3613
much,0.8179,"CEFR,Corpus,Taiwan",4.0,2345,279
of,0.8175,"CEFR,Corpus,Taiwan",4.0,2463,2
now,0.8174,"CEFR,Corpus,Taiwan",4.0,2434,75
national,0.8173,"CEFR,Corpus,Taiwan",4.0,2368,243
host,0.817,"CEFR,Corpus,Taiwan",4.0,1800,1656
contrast,0.8169,"CEFR,Corpus,Taiwan",4.0,857,3990
money,0.8168,"CEFR,Corpus,Taiwan",4.0,2315,391
empty,0.8167,"CEFR,Corpus,Taiwan",4.0,1275,2964
helpful,0.8167,"CEFR,Corpus,Taiwan",4.0,1754,1781
license,0.8166,"CEFR,Corpus,Taiwan",4.0,2096,937
aside,0.8166,"CEFR,Corpus,Taiwan",4.0,256,5484
discovery,0.8165,"CEFR,Corpus,Taiwan",4.0,1121,3349
attraction,0.8165,"CEFR,Corpus,Taiwan",4.0,287,5410
memory,0.8165,"CEFR,Corpus,Taiwan",4.0,2252,556
basically,0.8165,"CEFR,Corpus,Taiwan",4.0,344,5271
festival,0.8164,"CEFR,Corpus,Taiwan",4.0,1470,2492
fail,0.816,"CEFR,Corpus,Taiwan",4.0,1417,2636
arrow,0.8159,"CEFR,Corpus,Taiwan",4.0,241,5545
on,0.8158,"CEFR,Corpus,Taiwan",4.0,2482,9
kind,0.8158,"CEFR,Corpus,Taiwan",4.0,2025,1139
flag,0.8158,"CEFR,Corpus,Taiwan",4.0,1510,2413
arrangement,0.8156,"CEFR,Corpus,Taiwan",4.0,236,5566
extreme,0.8155,"CEFR,Corpus,Taiwan",4.0,1404,2685
introduction,0.8154,"CEFR,Corpus,Taiwan",4.0,1950,1338
flower,0.8153,"CEFR,Corpus,Taiwan",4.0,1524,2395
number,0.8151,"CEFR,Corpus,Taiwan",4.0,2438,143
loan,0.815,"CEFR,Corpus,Taiwan",4.0,2127,916
collect,0.815,"CEFR,Corpus,Taiwan",4.0,732,4363
attractive,0.8149,"CEFR,Corpus,Taiwan",4.0,288,5461
model,0.8149,"CEFR,Corpus,Taiwan",4.0,2306,476
burn,0.8148,"CEFR,Corpus,Taiwan",4.0,511,4915
marketing,0.8148,"CEFR,Corpus,Taiwan",4.0,2208,722
one,0.8146,"CEFR,Corpus,Taiwan",4.0,2484,45
fix,0.8144,"CEFR,Corpus,Taiwan",4.0,1508,2464
instead,0.8143,"CEFR,Corpus,Taiwan",4.0,1918,1455
meeting,0.814,"CEFR,Corpus,Taiwan",4.0,2247,650
or,0.814,"CEFR,Corpus,Taiwan",4.0,2503,18
only,0.8138,"CEFR,Corpus,Taiwan",4.0,2487,65
involved,0.8137,"CEFR,Corpus,Taiwan",4.0,1958,1376
online,0.8134,"CEFR,Corpus,Taiwan",4.0,2486,80
guarantee,0.8134,"CEFR,Corpus,Taiwan",4.0,1691,2046
mobile,0.8134,"CEFR,Corpus,Taiwan",4.0,2303,534
network,0.8133,"CEFR,Corpus,Taiwan",4.0,2394,310
fight,0.8131,"CEFR,Corpus,Taiwan",4.0,1480,2575
afford,0.8131,"CEFR,Corpus,Taiwan",4.0,86,6020
ban,0.8125,"CEFR,Corpus,Taiwan",4.0,333,5429
famous,0.8125,"CEFR,Corpus,Taiwan",4.0,1431,2717
might,0.8125,"CEFR,Corpus,Taiwan",4.0,2274,634
employer,0.8125,"CEFR,Corpus,Taiwan",4.0,1273,3109
draw,0.8124,"CEFR,Corpus,Taiwan",4.0,1176,3350
dish,0.8124,"CEFR,Corpus,Taiwan",4.0,1128,3469
candy,0.8123,"CEFR,Corpus,Taiwan",4.0,562,4870
leave,0.8123,"CEFR,Corpus,Taiwan",4.0,2076,1129
other,0.8122,"CEFR,Corpus,Taiwan",4.0,2516,46
movie,0.812,"CEFR,Corpus,Taiwan",4.0,2339,490
our,0.812,"CEFR,Corpus,Taiwan",4.0,2520,44
magazine,0.8119,"CEFR,Corpus,Taiwan",4.0,2176,898
means,0.8118,"CEFR,Corpus,Taiwan",4.0,2235,754
highly,0.8118,"CEFR,Corpus,Taiwan",4.0,1769,1906
lead,0.8117,"CEFR,Corpus,Taiwan",4.0,2066,1176
mark,0.8116,"CEFR,Corpus,Taiwan",4.0,2206,834
loss,0.8115,"CEFR,Corpus,Taiwan",4.0,2151,972
concentration,0.8114,"CEFR,Corpus,Taiwan",4.0,797,4321
funny,0.8114,"CEFR,Corpus,Taiwan",4.0,1596,2347
out,0.8113,"CEFR,Corpus,Taiwan",4.0,2523,60
material,0.8111,"CEFR,Corpus,Taiwan",4.0,2221,812
million,0.8109,"CEFR,Corpus,Taiwan",4.0,2284,664
late,0.8108,"CEFR,Corpus,Taiwan",4.0,2055,1231
length,0.8108,"CEFR,Corpus,Taiwan",4.0,2086,1155
north,0.8108,"CEFR,Corpus,Taiwan",4.0,2422,326
belief,0.8107,"CEFR,Corpus,Taiwan",4.0,379,5376
off,0.8107,"CEFR,Corpus,Taiwan",4.0,2464,225
convert,0.8106,"CEFR,Corpus,Taiwan",4.0,867,4174
euro,0.8105,"CEFR,Corpus,Taiwan",4.0,1333,3026
page,0.8105,"CEFR,Corpus,Taiwan",4.0,2543,38
exposure,0.8104,"CEFR,Corpus,Taiwan",4.0,1394,2878
heat,0.8101,"CEFR,Corpus,Taiwan",4.0,1743,2027
evil,0.8098,"CEFR,Corpus,Taiwan",4.0,1349,3009
charity,0.8098,"CEFR,Corpus,Taiwan",4.0,638,4766
manager,0.8098,"CEFR,Corpus,Taiwan",4.0,2195,919
closely,0.8097,"CEFR,Corpus,Taiwan",4.0,714,4584
office,0.8096,"CEFR,Corpus,Taiwan",4.0,2472,241
frequently,0.8094,"CEFR,Corpus,Taiwan",4.0,1569,2481
kitchen,0.8093,"CEFR,Corpus,Taiwan",4.0,2032,1339
letter,0.8093,"CEFR,Corpus,Taiwan",4.0,2091,1194
over,0.8093,"CEFR,Corpus,Taiwan",4.0,2530,110
establish,0.8092,"CEFR,Corpus,Taiwan",4.0,1327,3085
month,0.8092,"CEFR,Corpus,Taiwan",4.0,2318,637
order,0.8091,"CEFR,Corpus,Taiwan",4.0,2506,173
internal,0.809,"CEFR,Corpus,Taiwan",4.0,1941,1573
finish,0.8088,"CEFR,Corpus,Taiwan",4.0,1498,2674
deposit,0.8086,"CEFR,Corpus,Taiwan",4.0,1039,3816
lost,0.8082,"CEFR,Corpus,Taiwan",4.0,2152,1079
hearing,0.8081,"CEFR,Corpus,Taiwan",4.0,1741,2097
interested,0.808,"CEFR,Corpus,Taiwan",4.0,1937,1616
meet,0.8078,"CEFR,Corpus,Taiwan",4.0,2246,859
fear,0.8077,"CEFR,Corpus,Taiwan",4.0,1452,2824
factory,0.8076,"CEFR,Corpus,Taiwan",4.0,1415,2920
himself,0.8075,"CEFR,Corpus,Taiwan",4.0,1773,2038
exist,0.8071,"CEFR,Corpus,Taiwan",4.0,1372,3042
open,0.8071,"CEFR,Corpus,Taiwan",4.0,2489,283
equivalent,0.8068,"CEFR,Corpus,Taiwan",4.0,1319,3183
never,0.8068,"CEFR,Corpus,Taiwan",4.0,2397,520
lower,0.8068,"CEFR,Corpus,Taiwan",4.0,2161,1104
gain,0.8067,"CEFR,Corpus,Taiwan",4.0,1601,2491
note,0.8065,"CEFR,Corpus,Taiwan",4.0,2426,460
heavy,0.8063,"CEFR,Corpus,Taiwan",4.0,1747,2145
ice,0.8061,"CEFR,Corpus,Taiwan",4.0,1824,1960
drama,0.8061,"CEFR,Corpus,Taiwan",4.0,1173,3570
crack,0.8059,"CEFR,Corpus,Taiwan",4.0,910,4224
anybody,0.8058,"CEFR,Corpus,Taiwan",4.0,189,6009
november,0.8057,"CEFR,Corpus,Taiwan",4.0,2433,469
beef,0.8054,"CEFR,Corpus,Taiwan",4.0,367,5584
forecast,0.8053,"CEFR,Corpus,Taiwan",4.0,1538,2693
craft,0.8053,"CEFR,Corpus,Taiwan",4.0,912,4241
old,0.8051,"CEFR,Corpus,Taiwan",4.0,2480,371
itself,0.8049,"CEFR,Corpus,Taiwan",4.0,1975,1625
explain,0.8049,"CEFR,Corpus,Taiwan",4.0,1386,3082
doubt,0.8046,"CEFR,Corpus,Taiwan",4.0,1163,3643
machine,0.8045,"CEFR,Corpus,Taiwan",4.0,2172,1153
people,0.8044,"CEFR,Corpus,Taiwan",4.0,2597,105
artificial,0.8044,"CEFR,Corpus,Taiwan",4.0,245,5919
mean,0.8043,"CEFR,Corpus,Taiwan",4.0,2233,1008
expand,0.8042,"CEFR,Corpus,Taiwan",4.0,1376,3129
crown,0.8042,"CEFR,Corpus,Taiwan",4.0,935,4219
interesting,0.804,"CEFR,Corpus,Taiwan",4.0,1938,1748
night,0.8039,"CEFR,Corpus,Taiwan",4.0,2406,594
export,0.8039,"CEFR,Corpus,Taiwan",4.0,1392,3101
part,0.8038,"CEFR,Corpus,Taiwan",4.0,2564,207
october,0.8037,"CEFR,Corpus,Taiwan",4.0,2460,468
engineer,0.8037,"CEFR,Corpus,Taiwan",4.0,1288,3365
method,0.8037,"CEFR,Corpus,Taiwan",4.0,2265,951
extent,0.8036,"CEFR,Corpus,Taiwan",4.0,1400,3090
feeling,0.8035,"CEFR,Corpus,Taiwan",4.0,1464,2935
own,0.8034,"CEFR,Corpus,Taiwan",4.0,2535,294
experienced,0.8033,"CEFR,Corpus,Taiwan",4.0,1383,3142
chest,0.8029,"CEFR,Corpus,Taiwan",4.0,663,4935
leading,0.8029,"CEFR,Corpus,Taiwan",4.0,2068,1465
fly,0.8028,"CEFR,Corpus,Taiwan",4.0,1526,2806
hire,0.8026,"CEFR,Corpus,Taiwan",4.0,1775,2197
blade,0.8025,"CEFR,Corpus,Taiwan",4.0,417,5556
net,0.8025,"CEFR,Corpus,Taiwan",4.0,2393,674
dangerous,0.8024,"CEFR,Corpus,Taiwan",4.0,976,4178
encourage,0.8024,"CEFR,Corpus,Taiwan",4.0,1278,3433
natural,0.8017,"CEFR,Corpus,Taiwan",4.0,2369,759
desire,0.8015,"CEFR,Corpus,Taiwan",4.0,1054,4015
male,0.8015,"CEFR,Corpus,Taiwan",4.0,2190,1210
exit,0.8014,"CEFR,Corpus,Taiwan",4.0,1375,3227
earn,0.8012,"CEFR,Corpus,Taiwan",4.0,1208,3644
extremely,0.8007,"CEFR,Corpus,Taiwan",4.0,1405,3175
conservative,0.8007,"CEFR,Corpus,Taiwan",4.0,829,4600
menu,0.8004,"CEFR,Corpus,Taiwan",4.0,2256,1081
initial,0.8003,"CEFR,Corpus,Taiwan",4.0,1898,1970
likely,0.7998,"CEFR,Corpus,Taiwan",4.0,2103,1481
empire,0.7996,"CEFR,Corpus,Taiwan",4.0,1269,3547
handle,0.7995,"CEFR,Corpus,Taiwan",4.0,1709,2465
finished,0.7995,"CEFR,Corpus,Taiwan",4.0,1499,2984
notice,0.7994,"CEFR,Corpus,Taiwan",4.0,2429,689
immediately,0.7993,"CEFR,Corpus,Taiwan",4.0,1843,2138
covering,0.7992,"CEFR,Corpus,Taiwan",4.0,907,4454
matter,0.7989,"CEFR,Corpus,Taiwan",4.0,2224,1211
offer,0.7986,"CEFR,Corpus,Taiwan",4.0,2469,617
estimate,0.7986,"CEFR,Corpus,Taiwan",4.0,1330,3432
mind,0.7984,"CEFR,Corpus,Taiwan",4.0,2286,1074
monday,0.7982,"CEFR,Corpus,Taiwan",4.0,2314,1013
install,0.7981,"CEFR,Corpus,Taiwan",4.0,1915,2003
phone,0.798,"CEFR,Corpus,Taiwan",4.0,2623,255
exact,0.798,"CEFR,Corpus,Taiwan",4.0,1350,3402
please,0.7979,"CEFR,Corpus,Taiwan",4.0,2669,145
per,0.7978,"CEFR,Corpus,Taiwan",4.0,2599,323
carpet,0.7977,"CEFR,Corpus,Taiwan",4.0,584,5304
hello,0.7976,"CEFR,Corpus,Taiwan",4.0,1752,2420
crash,0.7975,"CEFR,Corpus,Taiwan",4.0,913,4498
determination,0.7975,"CEFR,Corpus,Taiwan",4.0,1065,4123
middle,0.7975,"CEFR,Corpus,Taiwan",4.0,2272,1141
military,0.7973,"CEFR,Corpus,Taiwan",4.0,2280,1126
improvement,0.7973,"CEFR,Corpus,Taiwan",4.0,1857,2173
identify,0.7972,"CEFR,Corpus,Taiwan",4.0,1829,2244
policy,0.7967,"CEFR,Corpus,Taiwan",4.0,2687,142
effectively,0.7965,"CEFR,Corpus,Taiwan",4.0,1229,3750
photo,0.7964,"CEFR,Corpus,Taiwan",4.0,2625,304
master,0.7963,"CEFR,Corpus,Taiwan",4.0,2217,1314
personal,0.7963,"CEFR,Corpus,Taiwan",4.0,2612,339
justice,0.7963,"CEFR,Corpus,Taiwan",4.0,2014,1818
adjust,0.7962,"CEFR,Corpus,Taiwan",4.0,65,6635
examination,0.7956,"CEFR,Corpus,Taiwan",4.0,1355,3467
absent,0.7956,"CEFR,Corpus,Taiwan",4.0,9,6793
medicine,0.7956,"CEFR,Corpus,Taiwan",4.0,2244,1273
jump,0.7954,"CEFR,Corpus,Taiwan",4.0,2008,1861
apparent,0.7953,"CEFR,Corpus,Taiwan",4.0,198,6338
complaint,0.7953,"CEFR,Corpus,Taiwan",4.0,785,4888
post,0.7952,"CEFR,Corpus,Taiwan",4.0,2709,137
annually,0.795,"CEFR,Corpus,Taiwan",4.0,178,6397
once,0.7949,"CEFR,Corpus,Taiwan",4.0,2483,705
anxiety,0.7948,"CEFR,Corpus,Taiwan",4.0,185,6386
manufacturer,0.7947,"CEFR,Corpus,Taiwan",4.0,2199,1414
near,0.7945,"CEFR,Corpus,Taiwan",4.0,2374,989
fourth,0.7944,"CEFR,Corpus,Taiwan",4.0,1560,3003
nature,0.7943,"CEFR,Corpus,Taiwan",4.0,2371,1002
inch,0.7942,"CEFR,Corpus,Taiwan",4.0,1862,2261
place,0.794,"CEFR,Corpus,Taiwan",4.0,2652,316
forget,0.7939,"CEFR,Corpus,Taiwan",4.0,1542,3063
combine,0.7939,"CEFR,Corpus,Taiwan",4.0,743,5038
park,0.7937,"CEFR,Corpus,Taiwan",4.0,2562,549
official,0.7936,"CEFR,Corpus,Taiwan",4.0,2474,770
disaster,0.7934,"CEFR,Corpus,Taiwan",4.0,1115,4134
maximum,0.7934,"CEFR,Corpus,Taiwan",4.0,2227,1387
definitely,0.7934,"CEFR,Corpus,Taiwan",4.0,1020,4370
paper,0.7932,"CEFR,Corpus,Taiwan",4.0,2557,577
price,0.7932,"CEFR,Corpus,Taiwan",4.0,2750,101
party,0.7932,"CEFR,Corpus,Taiwan",4.0,2574,538
height,0.7931,"CEFR,Corpus,Taiwan",4.0,1749,2577
careful,0.7931,"CEFR,Corpus,Taiwan",4.0,579,5469
original,0.793,"CEFR,Corpus,Taiwan",4.0,2514,691
none,0.7929,"CEFR,Corpus,Taiwan",4.0,2417,935
healthy,0.7928,"CEFR,Corpus,Taiwan",4.0,1738,2615
acquire,0.7928,"CEFR,Corpus,Taiwan",4.0,41,6810
move,0.7926,"CEFR,Corpus,Taiwan",4.0,2337,1142
payment,0.792,"CEFR,Corpus,Taiwan",4.0,2589,539
extensive,0.7919,"CEFR,Corpus,Taiwan",4.0,1399,3482
guess,0.7914,"CEFR,Corpus,Taiwan",4.0,1693,2773
angry,0.7913,"CEFR,Corpus,Taiwan",4.0,167,6547
ms,0.7912,"CEFR,Corpus,Taiwan",4.0,2343,1175
intended,0.7909,"CEFR,Corpus,Taiwan",4.0,1934,2193
necessary,0.7906,"CEFR,Corpus,Taiwan",4.0,2379,1105
communicate,0.7906,"CEFR,Corpus,Taiwan",4.0,772,5076
person,0.7906,"CEFR,Corpus,Taiwan",4.0,2611,532
often,0.7906,"CEFR,Corpus,Taiwan",4.0,2476,866
performance,0.7904,"CEFR,Corpus,Taiwan",4.0,2604,557
admit,0.7904,"CEFR,Corpus,Taiwan",4.0,69,6821
pay,0.7903,"CEFR,Corpus,Taiwan",4.0,2588,599
product,0.7903,"CEFR,Corpus,Taiwan",4.0,2776,135
approve,0.7902,"CEFR,Corpus,Taiwan",4.0,214,6468
desert,0.7901,"CEFR,Corpus,Taiwan",4.0,1049,4409
literature,0.79,"CEFR,Corpus,Taiwan",4.0,2119,1769
label,0.7898,"CEFR,Corpus,Taiwan",4.0,2040,1971
joint,0.7897,"CEFR,Corpus,Taiwan",4.0,1996,2082
match,0.7896,"CEFR,Corpus,Taiwan",4.0,2218,1536
power,0.7892,"CEFR,Corpus,Taiwan",4.0,2721,307
lord,0.7889,"CEFR,Corpus,Taiwan",4.0,2148,1731
leather,0.7889,"CEFR,Corpus,Taiwan",4.0,2075,1913
plan,0.7889,"CEFR,Corpus,Taiwan",4.0,2655,480
dirty,0.7886,"CEFR,Corpus,Taiwan",4.0,1102,4328
point,0.7884,"CEFR,Corpus,Taiwan",4.0,2678,438
metal,0.7884,"CEFR,Corpus,Taiwan",4.0,2263,1466
conversation,0.7879,"CEFR,Corpus,Taiwan",4.0,866,4932
program,0.7878,"CEFR,Corpus,Taiwan",4.0,2784,199
autumn,0.7873,"CEFR,Corpus,Taiwan",4.0,304,6341
league,0.7873,"CEFR,Corpus,Taiwan",4.0,2070,1979
grow,0.7872,"CEFR,Corpus,Taiwan",4.0,1689,2923
nice,0.7872,"CEFR,Corpus,Taiwan",4.0,2404,1157
maybe,0.7872,"CEFR,Corpus,Taiwan",4.0,2229,1590
nothing,0.7871,"CEFR,Corpus,Taiwan",4.0,2428,1099
play,0.7871,"CEFR,Corpus,Taiwan",4.0,2664,516
oil,0.7869,"CEFR,Corpus,Taiwan",4.0,2479,981
happen,0.7867,"CEFR,Corpus,Taiwan",4.0,1714,2877
oh,0.7866,"CEFR,Corpus,Taiwan",4.0,2477,995
listen,0.7866,"CEFR,Corpus,Taiwan",4.0,2115,1891
public,0.7866,"CEFR,Corpus,Taiwan",4.0,2815,162
membership,0.7863,"CEFR,Corpus,Taiwan",4.0,2251,1564
coat,0.7862,"CEFR,Corpus,Taiwan",4.0,724,5341
attach,0.7862,"CEFR,Corpus,Taiwan",4.0,276,6448
dancing,0.7861,"CEFR,Corpus,Taiwan",4.0,974,4728
past,0.786,"CEFR,Corpus,Taiwan",4.0,2581,758
modern,0.7857,"CEFR,Corpus,Taiwan",4.0,2308,1444
actively,0.7857,"CEFR,Corpus,Taiwan",4.0,47,7031
picture,0.7855,"CEFR,Corpus,Taiwan",4.0,2639,631
leader,0.7855,"CEFR,Corpus,Taiwan",4.0,2067,2047
previous,0.7854,"CEFR,Corpus,Taiwan",4.0,2748,367
medium,0.7853,"CEFR,Corpus,Taiwan",4.0,2245,1614
demonstrate,0.7852,"CEFR,Corpus,Taiwan",4.0,1032,4615
clerk,0.785,"CEFR,Corpus,Taiwan",4.0,702,5436
correctly,0.7848,"CEFR,Corpus,Taiwan",4.0,883,4996
project,0.7847,"CEFR,Corpus,Taiwan",4.0,2789,288
mother,0.7845,"CEFR,Corpus,Taiwan",4.0,2330,1430
object,0.7844,"CEFR,Corpus,Taiwan",4.0,2445,1150
press,0.7843,"CEFR,Corpus,Taiwan",4.0,2741,422
period,0.7839,"CEFR,Corpus,Taiwan",4.0,2607,766
private,0.7833,"CEFR,Corpus,Taiwan",4.0,2764,397
formal,0.7833,"CEFR,Corpus,Taiwan",4.0,1546,3408
bomb,0.783,"CEFR,Corpus,Taiwan",4.0,436,6158
brilliant,0.783,"CEFR,Corpus,Taiwan",4.0,486,6035
hide,0.7829,"CEFR,Corpus,Taiwan",4.0,1764,2880
print,0.7829,"CEFR,Corpus,Taiwan",4.0,2757,427
mission,0.7828,"CEFR,Corpus,Taiwan",4.0,2298,1565
breath,0.7826,"CEFR,Corpus,Taiwan",4.0,474,6080
fruit,0.7825,"CEFR,Corpus,Taiwan",4.0,1583,3342
diary,0.7825,"CEFR,Corpus,Taiwan",4.0,1080,4586
exam,0.7822,"CEFR,Corpus,Taiwan",4.0,1354,3919
interview,0.7821,"CEFR,Corpus,Taiwan",4.0,1947,2455
organization,0.782,"CEFR,Corpus,Taiwan",4.0,2509,1070
bunch,0.7818,"CEFR,Corpus,Taiwan",4.0,510,6015
convenient,0.7818,"CEFR,Corpus,Taiwan",4.0,863,5143
percent,0.7818,"CEFR,Corpus,Taiwan",4.0,2600,851
overall,0.7817,"CEFR,Corpus,Taiwan",4.0,2531,1025
process,0.7817,"CEFR,Corpus,Taiwan",4.0,2772,431
read,0.7815,"CEFR,Corpus,Taiwan",4.0,2876,180
mountain,0.7815,"CEFR,Corpus,Taiwan",4.0,2334,1521
iron,0.7814,"CEFR,Corpus,Taiwan",4.0,1962,2441
hip,0.7814,"CEFR,Corpus,Taiwan",4.0,1774,2907
morning,0.7814,"CEFR,Corpus,Taiwan",4.0,2326,1544
intelligence,0.7812,"CEFR,Corpus,Taiwan",4.0,1931,2526
property,0.7812,"CEFR,Corpus,Taiwan",4.0,2797,387
advise,0.7811,"CEFR,Corpus,Taiwan",4.0,82,7096
package,0.7808,"CEFR,Corpus,Taiwan",4.0,2541,1030
limit,0.7808,"CEFR,Corpus,Taiwan",4.0,2104,2110
coal,0.7807,"CEFR,Corpus,Taiwan",4.0,722,5528
minimum,0.7807,"CEFR,Corpus,Taiwan",4.0,2290,1654
household,0.7805,"CEFR,Corpus,Taiwan",4.0,1808,2853
possible,0.7804,"CEFR,Corpus,Taiwan",4.0,2707,633
injury,0.7804,"CEFR,Corpus,Taiwan",4.0,1904,2620
real,0.7803,"CEFR,Corpus,Taiwan",4.0,2880,212
exception,0.7801,"CEFR,Corpus,Taiwan",4.0,1360,3974
planning,0.7801,"CEFR,Corpus,Taiwan",4.0,2658,767
chase,0.78,"CEFR,Corpus,Taiwan",4.0,641,5752
fighting,0.78,"CEFR,Corpus,Taiwan",4.0,1482,3676
eventually,0.7799,"CEFR,Corpus,Taiwan",4.0,1341,4025
popular,0.7799,"CEFR,Corpus,Taiwan",4.0,2698,675
provide,0.7794,"CEFR,Corpus,Taiwan",4.0,2809,416
hole,0.779,"CEFR,Corpus,Taiwan",4.0,1783,2966
load,0.7785,"CEFR,Corpus,Taiwan",4.0,2126,2135
problem,0.7784,"CEFR,Corpus,Taiwan",4.0,2767,553
cloud,0.7782,"CEFR,Corpus,Taiwan",4.0,719,5621
quality,0.778,"CEFR,Corpus,Taiwan",4.0,2837,392
brush,0.7779,"CEFR,Corpus,Taiwan",4.0,502,6165
conventional,0.7778,"CEFR,Corpus,Taiwan",4.0,865,5273
expensive,0.7776,"CEFR,Corpus,Taiwan",4.0,1381,4004
hat,0.7776,"CEFR,Corpus,Taiwan",4.0,1729,3145
danger,0.7774,"CEFR,Corpus,Taiwan",4.0,975,5013
provided,0.7773,"CEFR,Corpus,Taiwan",4.0,2810,482
commonly,0.7773,"CEFR,Corpus,Taiwan",4.0,771,5523
decrease,0.7772,"CEFR,Corpus,Taiwan",4.0,1010,4933
rate,0.7771,"CEFR,Corpus,Taiwan",4.0,2866,352
normal,0.777,"CEFR,Corpus,Taiwan",4.0,2420,1458
container,0.777,"CEFR,Corpus,Taiwan",4.0,845,5350
outside,0.7769,"CEFR,Corpus,Taiwan",4.0,2529,1190
climbing,0.7768,"CEFR,Corpus,Taiwan",4.0,709,5692
player,0.7767,"CEFR,Corpus,Taiwan",4.0,2665,863
plus,0.7766,"CEFR,Corpus,Taiwan",4.0,2674,844
identity,0.7765,"CEFR,Corpus,Taiwan",4.0,1830,2932
particular,0.7764,"CEFR,Corpus,Taiwan",4.0,2567,1113
president,0.7764,"CEFR,Corpus,Taiwan",4.0,2740,688
bend,0.7762,"CEFR,Corpus,Taiwan",4.0,387,6506
mass,0.7756,"CEFR,Corpus,Taiwan",4.0,2215,2009
defence,0.7755,"CEFR,Corpus,Taiwan",4.0,1015,4979
option,0.7754,"CEFR,Corpus,Taiwan",4.0,2500,1313
ideal,0.7753,"CEFR,Corpus,Taiwan",4.0,1827,2979
forth,0.7752,"CEFR,Corpus,Taiwan",4.0,1551,3664
ceiling,0.7752,"CEFR,Corpus,Taiwan",4.0,606,6000
professional,0.775,"CEFR,Corpus,Taiwan",4.0,2780,635
belong,0.775,"CEFR,Corpus,Taiwan",4.0,383,6558
